,vote_average,runtime,original_language,genres,year,season,rating,revenue_adj,budget_adj
1018,7.417,150,en,"Drama, Science Fiction, Mystery",1997,Summer,PG,338153560.3,177850408.5
1019,6.456,119,en,"Drama, Adventure, Romance, Thriller",2000,Winter,R,268314460.1,74502369.67
1020,6.41,118,en,"Action, Crime, Thriller",2000,Summer,PG-13,441803334.2,167630331.8
1021,7.284,83,en,"Animation, Family",1973,Fall,G,236585756.5,36901408.45
1022,7.376,106,en,Drama,2014,Summer,PG-13,105207042.9,14784794.54
1023,7.38,116,en,Drama,2010,Winter,R,135832734,36273518.95
1024,7.47,127,en,Drama,2004,Winter,R,1038775257,50928725.7
1025,7.076,91,en,Drama,1985,Fall,PG-13,895440154.6,92382938.39
1026,7.14,120,en,"Action, Thriller, Drama",2020,Summer,PG-13,63740187.85,41437215.81
1027,7.273,97,en,"Comedy, Romance",1995,Summer,PG-13,118462849.2,25101796.41
1028,6.382,109,en,"Horror, Thriller, Crime",2006,Fall,R,261404296.8,15854765.51
1029,6.431,125,en,"Action, Adventure, Science Fiction",2023,Winter,PG-13,491226711.5,206366918.3
1030,6.674,104,en,"Horror, Mystery, Thriller",2007,Summer,PG-13,206523685.4,38830922.46
1031,7.366,124,en,"Crime, Drama",2001,Spring,R,149537143.7,95163906.34
1032,5.9,101,en,"Adventure, Science Fiction, Action, Horror",2004,Summer,PG-13,301204520,118833693.3
1033,7.751,94,en,Comedy,1979,Summer,R,95497172.52,18412884.33
1035,7.259,118,en,Drama,1979,Summer,PG,392112314.8,32222547.58
1036,7.158,152,en,"Horror, Thriller, Fantasy",2019,Fall,R,90408126.16,56207093.82
1037,5.744,117,en,"Action, Adventure, Fantasy, Thriller",2003,Summer,PG-13,277023640,164380847.6
1038,7.914,130,en,Western,1992,Summer,R,362339618.7,32783200.58
1039,7.415,113,en,"Comedy, Drama, Fantasy",1999,Fall,R,43751153.88,24876445.53
1040,8.453,124,it,"Drama, Romance",1988,Fall,PG,32582386.12,13586862.58
1041,6.341,94,en,"Horror, Action, Science Fiction",2004,Fall,R,219663802,76393088.55
1042,7.4,96,en,"Horror, Science Fiction",1986,Summer,R,173921602.1,43029197.08
1043,6.867,117,en,"Comedy, Romance",1988,Summer,R,784647566.4,81521175.45
1044,5.551,96,en,"Fantasy, Comedy, Family",2007,Summer,PG,270947769.1,271816457.2
1045,6.145,94,en,"Adventure, Action, Science Fiction",2012,Winter,PG,493370408.9,109578452.8
1046,6.533,108,en,"Comedy, Fantasy",1989,Summer,PG,559208139,96059455
1047,6.794,131,en,"Action, Adventure, Thriller",2021,Winter,R,151355863.3,120191756.3
1048,6.834,108,en,"Drama, Romance, War",2010,Winter,PG-13,166824966.4,36273518.95
1049,6.253,119,en,Comedy,2013,Summer,PG-13,60072954.66,79187076.6
1050,8.294,166,it,"Drama, Western",1968,Winter,PG-13,49604372.41,46099706.74
1051,6.111,101,en,Comedy,2013,Summer,PG-13,337258138.8,109223553.9
1052,7.918,110,en,"Animation, Family",2021,Winter,PG,487978530.6,102162992.9
1053,6.674,106,en,"Horror, Thriller",2013,Fall,PG-13,219812402.3,6826472.121
1054,7.426,121,en,"War, Action, Drama, History",2013,Winter,R,203832451.6,54611776.97
1055,7.417,107,en,"Drama, Romance",2011,Spring,PG-13,84786955.65,21414656.96
1056,7.725,126,en,Drama,1993,Winter,PG-13,455678131.4,57323983.17
1057,7.057,95,en,"Comedy, Horror, Thriller",2019,Summer,R,71964786.3,7494279.176
1058,5.725,99,en,"Fantasy, Adventure",2012,Spring,PG-13,418853347.9,208060353.4
1059,7.494,100,en,"Action, Thriller, Science Fiction",2018,Spring,R,21191123.43,6342110.89
1060,6.685,91,en,"Adventure, Action, Thriller, Science Fiction",1979,Spring,R,460322108.3,1611127.379
1061,7.451,124,en,"Fantasy, Comedy, Adventure",2021,Fall,PG-13,229566254.6,90143817.24
1062,6.248,100,en,Horror,2013,Winter,PG-13,200012589.9,20479416.36
1063,6.769,122,en,"Drama, History",2015,Fall,R,46333763.52,40358226.33
1064,6.496,100,en,Comedy,2016,Summer,R,244092850.1,26541052.52
1065,7.015,124,en,"Crime, Drama, Thriller",2002,Fall,R,371379537.5,138470920.4
1066,6.543,125,en,"Horror, Mystery",2006,Spring,R,159507082.4,79273827.53
1068,6.583,100,en,"Horror, Thriller, Science Fiction",2007,Spring,R,101036006.9,23298553.47
1069,7.265,142,en,"Action, Crime, Thriller",2023,Spring,PG-13,727143804.1,350823761.1
1070,7.599,141,en,"Crime, Drama, Mystery",2008,Fall,R,168904707.8,81921546.33
1071,7.44,137,en,"Drama, War",2014,Winter,PG-13,219679113,87364695.02
1072,6.629,117,en,"Crime, Thriller, Mystery, Comedy",2018,Summer,R,123854597.8,25368443.56
1073,6.376,111,en,Comedy,2016,Winter,R,156728531.4,50427999.8
1074,5.405,97,en,Comedy,2014,Summer,R,169446526.2,53762889.24
1075,8,129,en,Drama,1980,Fall,R,92946015.42,72740359.9
1076,6.182,108,en,Comedy,2014,Fall,R,144716737,56451033.7
1077,7.524,120,es,"Drama, Horror, Mystery, Thriller",2011,Summer,R,48183660.58,18559369.37
1078,5.917,124,en,"Action, Adventure, Thriller",2002,Summer,PG-13,492545292.5,124268774.7
1079,5.738,154,en,"Science Fiction, Action, Adventure",2006,Summer,PG-13,620050059.3,428078668.7
1080,5.819,98,en,"Action, Adventure, Comedy, Crime, Thriller",2000,Fall,PG-13,491912223.6,171355450.2
1081,6.387,108,en,"Thriller, Mystery, Horror",2021,Summer,PG-13,108348673.6,21634516.14
1082,7.652,123,en,"Drama, Romance",2007,Fall,R,203499854.7,46597106.95
1083,7.358,135,en,"Science Fiction, Drama",1977,Fall,PG,1649332264,107487179.5
1084,8.036,161,en,"History, Music, Drama",1984,Fall,R,160356431,55536800.79
1085,7.846,181,en,"Adventure, Drama, Western",1990,Spring,PG-13,1046870187,54291993.72
1086,7.174,105,en,"Comedy, Drama",2016,Fall,R,24953430.46,11943473.64
1087,6.294,107,en,"Action, Comedy, Crime",2010,Summer,PG-13,247288080.3,145094075.8
1088,6.7,122,en,"Thriller, Drama, Adventure, Action, History",2015,Winter,PG-13,126349173.6,134527421.1
1089,6.51,124,en,"Drama, Comedy",2015,Winter,PG-13,136053041.4,80716452.65
1090,7.188,134,en,"Drama, History",2009,Winter,PG-13,182298174.2,89342294.09
1091,6.7,95,en,Comedy,2004,Summer,PG-13,153760932.5,44138228.94
1092,6.532,109,en,"Action, Comedy, Crime",2013,Summer,R,180137507.5,83282959.87
1093,5.758,99,en,"Action, Adventure",2014,Summer,PG-13,329055578.1,134407223.1
1094,6.52,92,en,"Family, Animation, Adventure, Comedy",2014,Fall,PG,502080996.4,177417534.5
1095,7.461,131,en,"Action, Thriller, Drama",1993,Summer,PG-13,813285686.8,97009817.67
1096,5.629,127,en,"Action, Adventure, Fantasy",2016,Winter,PG-13,199961436.3,185787367.7
1097,6.721,142,en,"Fantasy, Adventure, Family",2022,Spring,PG-13,437121097.9,214827468.4
1098,7.737,133,en,"Music, Comedy, Action, Crime",1980,Summer,R,465659092.8,109110539.8
1099,6.808,136,en,"Mystery, Science Fiction, Romance, Fantasy, Thriller, Drama",2001,Winter,R,365193000.6,122097087.4
1100,7.181,126,en,"Action, Family, Drama",1984,Summer,PG,402465278.9,24683022.57
1101,6.358,113,en,"Crime, Drama, Action, Thriller",2013,Winter,R,143630206.3,81917665.45
1102,7.526,95,en,"Adventure, Animation, Family, Fantasy, Science Fiction",2002,Fall,PG,194530544.1,248537549.4
1103,7.234,104,en,"Drama, Romance",2012,Winter,PG-13,272024444.9,41612070.68
1104,7.321,107,en,"Adventure, Comedy, Crime",2000,Summer,PG-13,133863490.5,48426540.28
1105,7.163,128,en,"Comedy, Family",1998,Summer,PG,179201225.6,29183168.32
1106,6.286,94,en,"Horror, Action, Science Fiction",2007,Fall,R,230519095.5,69895660.42
1107,6.3,119,en,"Science Fiction, Action, Thriller",2013,Fall,R,134259360.6,51881188.12
1108,6.2,103,en,"Comedy, Romance",2003,Summer,R,400482275.3,95167859.11
1109,7.74,101,en,"Drama, Romance",2002,Winter,PG,84316214.51,20948164.88
1110,6.438,108,en,"Drama, Mystery, Thriller",2004,Summer,PG-13,435775919.5,101857451.4
1111,6.008,116,en,"Comedy, Western",2014,Spring,R,116141281.5,53762889.24
1112,7.741,100,ja,"Animation, Fantasy, Family",2008,Summer,G,301477261.8,62078209.99
1113,6.3,90,en,"Crime, Comedy, Adventure",1995,Fall,PG-13,444271534.1,62754491.02
1114,6.298,88,en,"Fantasy, Action, Horror",2012,Winter,R,222087326.1,97094831.58
1115,7.348,124,en,"Drama, Thriller, Crime, Romance",2005,Fall,R,140641447.2,24729942.32
1116,6.908,144,en,"Drama, Action, Adventure, History, War",2005,Spring,R,359610665.6,214326166.8
1117,7.848,99,it,Western,1964,Fall,R,147533980.6,2034951.456
1118,8.256,181,en,"Drama, History",2023,Summer,R,963423958,103183459.1
1119,6.29,125,en,"Action, Adventure, Science Fiction",2013,Spring,PG-13,86460274.42,60072954.66
1120,5.963,101,en,"Thriller, Horror",2018,Spring,PG-13,120919311.6,4439477.623
1121,6.727,116,en,"Action, Thriller, Crime",1997,Summer,R,442674081.5,148208673.8
1122,6.525,116,en,"Action, Comedy, Crime, Thriller",2013,Summer,PG-13,202200104.2,114684731.6
1123,5.971,84,en,Comedy,2003,Fall,R,381836320.4,83055586.13
1124,6.877,99,en,Drama,1982,Spring,PG,900190880.2,56678685.05
1125,7.25,127,en,"Adventure, Fantasy, Romance, Family",2007,Summer,PG-13,213593589.5,108726582.9
1126,7.302,141,en,Drama,2014,Fall,R,112524904.6,67203611.55
1127,8.103,116,da,Drama,2012,Fall,R,25396946.68,5270862.286
1128,7.479,110,en,"Drama, Thriller, Crime, Mystery",2006,Winter,R,89276410.42,42807866.87
1129,7.961,125,ja,"Adventure, Fantasy, Animation, Action, Family, Romance",1986,Summer,PG,14999266.69,8605839.416
1130,6.2,107,en,"Science Fiction, Action, Thriller",2010,Summer,R,184607702.1,58037630.31
1131,6.829,115,en,"Family, Animation, Comedy, Science Fiction",2021,Summer,PG,196744563.8,180287634.5
1132,6.5,119,en,"Action, Science Fiction",2004,Summer,PG-13,196538592.1,178250540
1133,7.946,124,ja,"Animation, Science Fiction, Action",1988,Summer,R,1503171.672,27173725.15
1134,7.973,101,en,"Drama, Romance",1995,Winter,R,12524512.03,5229540.918
1135,6.57,106,en,"Fantasy, Action, Thriller",2006,Winter,R,176743397.3,79273827.53
1136,5.949,110,en,"Fantasy, Action, Thriller, Science Fiction",2003,Summer,PG-13,310187012.3,134965327.5
1137,5.822,96,en,"Fantasy, Action, Comedy",2013,Summer,PG-13,84168353.31,177488275.1
1138,6.598,117,en,"Action, Comedy, Crime",2013,Summer,R,216636973.2,58707660.24
1139,7.197,102,en,"Adventure, Fantasy, Family, Drama",1984,Spring,PG,62197539.11,83305201.18
1140,7.666,135,es,Drama,2018,Summer,R,1446976.7,19026332.67
1141,6.55,136,en,"Action, Adventure",1998,Summer,PG-13,486947473,184826732.7
1142,6.782,94,en,"Fantasy, Comedy, Animation, Science Fiction, Family",2015,Spring,PG,496232652.9,181612018.5
1143,6.115,105,en,"Action, Science Fiction, Fantasy",2022,Spring,PG-13,179918004.8,80560300.65
1144,7.197,107,en,"Comedy, Thriller, Horror",2022,Fall,R,85531623.1,37594806.97
1145,6.712,90,en,"Action, Comedy, Crime",2001,Summer,PG-13,623639247,161599086.2
1146,5.988,97,en,"Horror, Action, Thriller",2018,Summer,R,173845202.4,16489488.31
1148,6.5,120,en,"Horror, Mystery",1997,Winter,R,340609816.7,47426775.61
1149,4.662,103,en,"Action, Adventure, Fantasy",2010,Summer,PG,463885900.8,217641113.7
1150,7.057,141,en,"Action, Thriller",1994,Summer,R,814778591.1,247305061.6
1151,6.266,129,en,"Comedy, Romance, Drama",2007,Summer,R,341591612.8,46597106.95
1152,6.2,90,en,"Horror, Mystery",2003,Winter,R,157357682.8,44988442.49
1153,5.802,95,en,"Action, Horror, Science Fiction",2012,Fall,R,333117463.1,90159486.47
1154,5.729,120,en,"Thriller, Science Fiction, Action, Adventure",2001,Summer,PG-13,650367624.5,179554540.3
1155,7.405,96,en,"Comedy, Romance, Drama",1989,Summer,R,240988628.1,41539223.78
1156,7.667,118,en,"Romance, Drama",1993,Winter,PG-13,22119925.08,24252454.42
1157,7.335,109,en,"Comedy, Action, Adventure, Fantasy",2020,Fall,PG-13,1367508.559,36562249.25
1158,6.247,148,en,"Action, Crime, Drama, Horror, Science Fiction, Thriller, Fantasy",2021,Spring,R,229205679.3,108172580.7
1159,6.67,91,en,"Animation, Comedy, Family, Fantasy",2006,Summer,PG,222244185,118910741.3
1160,7.185,105,en,"Action, Comedy, Crime",1984,Winter,R,976091602.4,43195289.5
1161,7.245,99,en,"Adventure, Animation, Drama, Family",1998,Winter,PG,425321697.4,136188118.8
1162,5.669,80,en,"Animation, Comedy, Family",2004,Summer,PG,340890634.4,84881209.5
1163,6.647,97,en,"Comedy, Family, Fantasy",2003,Fall,PG,389491657.6,55370390.75
1164,5.216,94,en,"Drama, Crime",2013,Winter,R,43312988.06,6826472.121
1165,6.706,116,en,"Comedy, Fantasy, Music, Romance",2019,Summer,PG-13,110031128,32475209.76
1166,5.88,81,en,"Animation, Family, Comedy",2005,Fall,G,518393444.6,247299423.2
1167,6.749,96,en,"Comedy, Romance",2001,Summer,PG-13,254562873.1,32319817.25
1168,6.434,127,en,"Comedy, Romance",2000,Winter,PG-13,696805217.3,130379146.9
1170,6.332,81,en,"Horror, Thriller, Mystery",2016,Summer,PG-13,197556778.5,6502557.869
1171,7.042,101,en,"Horror, Action",2004,Spring,R,173630815.6,44138228.94
1172,6.809,110,en,"Comedy, Crime",2012,Fall,R,45822846.04,20806035.34
1173,7.785,147,en,"Drama, Music, History",2015,Summer,R,271254353.4,37667677.9
1174,7.277,113,en,Thriller,2007,Spring,R,141894737.6,15532368.98
1175,7.1,137,en,"Action, Adventure, Fantasy",2022,Spring,R,74795523.69,75189613.94
1176,6.3,146,en,"Horror, Mystery, Science Fiction",2017,Winter,R,34464516.11,51787398.24
1177,6.667,113,en,"Action, Mystery, Thriller",2011,Winter,PG-13,186716388.5,42829313.92
1178,7.245,96,en,"Drama, Romance",2017,Spring,PG-13,79779962.92,12946849.56
1179,6.669,109,en,"Adventure, Comedy, Science Fiction",2005,Spring,PG,172249680.1,82433141.06
1180,7.6,102,en,"Thriller, Mystery, Drama",2018,Summer,PG-13,95717721.33,1268422.178
1181,6.52,111,en,"Comedy, Crime, Action",2000,Winter,PG-13,394862559.2,83815165.88
1182,5.855,123,en,"Action, Horror, Fantasy",2004,Winter,R,218832867.6,110345572.4
1183,7.307,85,en,Horror,1981,Fall,NC-17,107012967.6,1264827.586
1184,5.914,106,en,"Comedy, Crime",2016,Winter,PG-13,84463789.05,29195157.78
1185,7.245,104,en,"Comedy, Music, Romance, Drama",2013,Fall,R,86648220.85,10922355.39
1186,7.848,103,ja,"Animation, Family, Fantasy, Adventure",1989,Summer,G,11664777.41,17913790.26
1187,7.592,110,en,"Drama, Comedy, Music",2000,Fall,PG-13,203540963.8,9312796.209
1188,6.563,117,en,"Drama, Thriller, Action, Adventure",2012,Winter,R,107190379,34676725.56
1189,6.538,90,en,"Animation, Family, Fantasy, Adventure, Comedy",2011,Fall,PG,792324429.2,185593693.7
1190,5.946,97,en,"Horror, Thriller, Mystery",2016,Winter,PG-13,98108193.81,13270526.26
1191,7.751,93,en,"Comedy, Drama, Romance",1977,Spring,PG,205773606.9,21497435.9
1192,6.653,92,en,"Action, Thriller, War",2008,Winter,R,168675406.4,74474133.03
1193,8.016,132,it,Western,1965,Winter,R,151153846.2,6046153.846
1194,7.166,165,en,"Drama, History, War, Action",2000,Summer,R,400998466.4,204881516.6
1195,7.248,79,en,"Animation, Family",1963,Winter,G,229412229.7,31026315.79
1196,7.502,102,en,"Fantasy, Action, Thriller",1994,Spring,R,109017817.2,49461012.31
1197,6.154,119,en,"Drama, Action, Fantasy",2013,Winter,PG-13,207229629.1,238926524.2
1198,6.621,132,en,"Adventure, Action, Drama",1998,Spring,PG-13,355974150.9,68094059.41
1199,6.97,119,en,"Drama, Romance",2008,Winter,R,113172650.1,52131893.12
1200,5.605,138,en,"Science Fiction, Action, Thriller",1998,Spring,PG-13,737389195.8,252920792.1
1201,6.4,102,en,"Crime, Action, Thriller",2014,Summer,R,52966682.36,87364695.02
1202,5.003,96,en,"Action, Fantasy, Thriller",2011,Winter,PG-13,189254072.4,81375696.45
1203,7.032,132,en,"Crime, Thriller",2015,Fall,R,57810460.59,33631855.27
1204,7.813,138,en,"Drama, Horror, Thriller",1968,Summer,R,307903869,29503812.32
1205,6.521,89,en,"Action, Thriller, Drama",2019,Fall,R,114275707.9,62452326.47
1206,6.04,97,en,"Action, Adventure, Horror, Science Fiction",2010,Fall,R,435613163.7,87056445.47
1207,6.88,130,en,"Adventure, Action, Thriller",1995,Fall,PG-13,736725244.8,121325349.3
1208,6.534,118,en,"Thriller, Horror",2016,Spring,R,4482027.351,9289368.384
1209,5.767,103,en,"Animation, Family, Adventure, Comedy, Fantasy",2011,Summer,PG,804833224.3,157040817.7
1210,6.865,149,en,"History, Drama",2012,Fall,PG-13,381851016.6,90159486.47
1211,6.3,103,en,"Adventure, Horror, Comedy",2015,Summer,PG,212772319.8,78025904.23
1212,6.1,93,en,"Horror, Mystery",2006,Winter,R,188497738.4,39636913.77
1213,6.619,96,en,"Action, Adventure, Thriller, War",1985,Spring,R,895221761.3,131124170.6
1214,7.521,95,en,"Animation, Family, Adventure, Fantasy, Comedy",2020,Fall,PG,263133407.4,79218206.7
1215,6.957,99,en,"Adventure, Horror",2005,Summer,R,94188151.49,5770319.874
1216,6.919,109,en,"Comedy, Crime",2004,Summer,PG-13,191978335.5,62812095.03
1217,7.18,90,en,"Mystery, Thriller",2003,Spring,R,156178305.5,48449091.91
1218,6.587,116,en,Comedy,2000,Summer,R,278026078.7,94990521.33
1219,6.878,104,en,"Music, Drama, Romance, Crime",2006,Summer,PG-13,181053252.1,19025718.61
1220,7.2,100,en,"Comedy, Drama",2011,Fall,R,55946195.33,11421150.38
1221,6.754,116,en,"Comedy, Romance",2003,Winter,PG-13,307136766.5,86516235.55
1222,7.009,132,en,"Action, Drama, Thriller",1998,Fall,R,487650423.5,175099009.9
1223,6.265,84,en,"Adventure, Animation, Comedy, Family",2006,Fall,PG,282405099.1,236236006.1
1224,6.462,97,en,"Comedy, Family, Fantasy",2003,Summer,PG,278316382.9,44988442.49
1225,7.244,89,en,"Family, Adventure, Animation, Comedy, Fantasy",2000,Spring,PG,142360482,176943128
1226,6.888,127,en,"Thriller, Mystery",1992,Spring,R,803478053.8,111553946.4
1227,5.321,135,en,"Drama, Science Fiction",2017,Winter,R,71212708.9,88038577
1228,6.25,105,en,"Action, Thriller, Science Fiction",2008,Summer,R,113222033.9,67026719.73
1229,6.298,99,en,Comedy,2015,Summer,R,140425356.1,41703500.54
1230,6.623,111,en,"Action, Comedy, Crime",2008,Summer,R,151368441.5,40216031.84
1231,7.116,143,en,"Science Fiction, Action, Adventure",1978,Winter,PG,1510216718,276672000
1232,7.847,156,de,"Drama, History, War",2004,Fall,R,156489669.9,31134003.24
1233,6.998,111,en,"Adventure, Drama",2009,Fall,R,41150025.77,47649223.51
1234,6.792,96,en,"Drama, Romance",2008,Summer,PG-13,143599980.7,22342239.91
1235,7.181,97,en,"Drama, Comedy",2007,Winter,PG-13,272395041,69895660.42
1236,7.393,139,en,"Drama, Comedy, Romance",1997,Winter,PG-13,620852084.6,98805782.53
1237,7.8,106,cn,"Drama, Action, History",2008,Winter,R,32930657.86,17450150.29
1238,5.702,113,en,"Comedy, Action",2008,Summer,PG-13,304321266.6,134053439.5
1239,7.494,118,en,"Romance, Drama",2015,Fall,R,54177064.63,15874235.69
1240,7.917,130,en,"Crime, Drama, Mystery, Thriller",1974,Summer,R,202403433.5,40480686.7
1241,5.912,107,en,"Horror, Comedy",2009,Fall,R,46988181.37,23824611.76
1242,7.552,127,en,Drama,1999,Winter,R,92521633.91,76542909.31
1243,7.154,140,en,"Drama, Crime",2017,Winter,R,76754122.34,38840548.68
1244,7.181,143,en,Drama,2006,Fall,R,214562830.2,39636913.77
1245,7.3,98,en,"Horror, Thriller",1976,Fall,R,146332577.4,10178417.27
1246,5.837,91,en,"Fantasy, Action, Thriller, Horror",2016,Fall,R,107615094,46446841.92
1247,8.259,117,ja,"Action, Animation, Adventure, Fantasy, Thriller",2020,Fall,R,613104664.9,19256117.94
1248,6.636,88,en,"Action, Thriller, Crime",2006,Summer,R,68066158.8,19025718.61
1249,7.118,101,en,"Drama, Romance",2012,Spring,PG-13,137815208.3,34676725.56
1250,7.997,183,en,"Drama, War",1978,Winter,R,246489600,75456000
1251,7.572,100,en,"Adventure, Family, Drama",2020,Winter,PG,135527581.7,132842838.9
1252,6.828,85,en,"Animation, Family, Comedy, Fantasy",2018,Fall,PG,645088183.4,95131663.35
1253,6.953,107,en,"Drama, Science Fiction, Thriller",2007,Spring,R,54063224.71,77661844.91
1254,6.638,101,en,"Family, Fantasy, Adventure",2020,Winter,PG,306404605.1,213279787.3
1255,6.837,81,en,Thriller,2003,Spring,R,169290017.5,22494221.24
1256,7.302,113,en,"Crime, Drama, Mystery",2007,Fall,R,53772593.89,29511501.07
1257,6.909,121,en,"Drama, Thriller, War",2008,Winter,PG-13,298307629.3,111711199.5
1258,6.515,129,en,"Comedy, Romance, Drama",2009,Winter,PG-13,266338548.2,59561529.39
1259,6.404,99,en,"Horror, Thriller",2009,Spring,PG-13,135220890.3,44671147.04
1260,6.205,97,en,"Animation, Adventure, Comedy",2016,Spring,PG,464175861.1,96874841.72
1261,7.102,113,en,"Drama, Romance",2010,Spring,PG-13,81300402.43,23215052.13
1262,7.074,121,en,"Comedy, Drama, Romance",2018,Summer,PG-13,302568409.1,38052665.34
1263,7.322,106,en,Drama,2004,Fall,PG,198225730.1,42440604.75
1264,7.64,102,en,"Animation, Adventure, Family",2016,Summer,PG,101187016.9,79623157.57
1265,7.061,96,en,"Comedy, Adventure, Family",2014,Fall,PG,348393235.9,73923972.71
1266,5.948,106,en,"Fantasy, Action, Adventure",2015,Fall,PG-13,197670435.6,121074679
