,vote_average,runtime,original_language,genres,year,season,rating,revenue_adj,budget_adj
4103,6.3,94,en,"Action, Drama, Thriller, Romance",1993,Winter,R,141105189.3,33071528.75
4104,6.868,140,en,"Romance, Drama",1993,Fall,R,13813560.86,55119214.59
4105,6.823,89,en,"Comedy, Romance, Fantasy",1987,Winter,PG,120787266.4,16964028.78
4107,5.42,81,en,"Family, Action, Adventure, Comedy, Fantasy, Science Fiction",2007,Summer,PG,101380513.2,38830922.46
4108,6.97,133,en,"Western, Action",1985,Summer,PG-13,95936910.03,68542180.09
4111,5.579,95,en,Comedy,2012,Winter,PG-13,58067877.5,55482760.9
4112,6.2,128,en,"War, Drama",2000,Spring,R,132241706.2,111753554.5
4113,7.863,102,en,"Comedy, Crime, Drama",1973,Spring,PG,228050704.2,18450704.23
4114,5.661,97,en,"Action, Crime, Drama, Thriller",2012,Summer,R,3468056.775,27741380.45
4115,6.5,102,en,"Crime, Thriller",2003,Spring,R,38830775.74,13496532.75
4116,5.369,92,en,"Crime, Drama, Action, Thriller, Science Fiction",2010,Spring,R,1403059.713,43528222.74
4117,5.6,86,en,"Science Fiction, Action, Thriller, Adventure",1989,Spring,R,26394175.97,1298100.743
4118,6.03,92,en,Drama,2013,Summer,R,2164786.264,13652944.24
4119,6.288,106,en,Drama,2012,Fall,R,11289060.72,20806035.34
4120,5.1,115,en,"Comedy, Music, Romance",1982,Summer,PG,50582312.35,44009331.92
4121,6.103,95,en,"Action, Adventure",1996,Spring,PG-13,116882979.1,61088082.9
4122,6.166,100,en,"Comedy, Romance",2007,Fall,PG-13,52000695.41,15532368.98
4123,7.098,139,en,"Thriller, Drama, Romance",1992,Fall,R,4240882.636,11383055.76
4124,7.2,108,en,"Drama, Music",1987,Summer,PG-13,153285312.9,18377697.84
4125,5.351,94,en,"Action, Drama",2013,Fall,R,4968777.436,15018238.67
4126,6.08,110,en,"Comedy, Family, Fantasy",1987,Summer,PG,141362985,28273381.29
4127,6.85,114,en,"Drama, Mystery, Romance, Thriller",2004,Fall,PG-13,22071248.38,50928725.7
4128,5.249,105,en,"Drama, Thriller",2010,Fall,R,13754509.22,31920696.67
4129,6.1,119,en,"Drama, Comedy, Romance",2004,Spring,PG-13,84403516.73,84881209.5
4130,6.901,98,en,"Crime, Comedy, Thriller",1999,Spring,R,54444248.06,12438222.76
4131,7.758,114,es,"Crime, Thriller",2000,Summer,R,23121601.82,2421327.014
4132,6.6,106,en,"Science Fiction, Comedy, Family, Fantasy",1987,Winter,PG,184028037.6,70683453.24
4133,4.514,118,en,"Drama, Horror, Thriller",1977,Summer,R,165256927.3,75241025.64
4134,6.727,92,en,"Horror, Science Fiction",1979,Spring,R,23016105.42,6237364.568
4135,6.242,105,en,"Horror, Thriller",2022,Summer,PG-13,36121090.54,10741373.42
4136,7.135,131,en,"Drama, Romance, Crime",2019,Fall,R,59708391.08,24980930.59
4138,5.46,90,en,"Romance, Comedy, Horror",2014,Summer,R,118645.2881,3225773.355
4139,5.619,99,en,"Adventure, Action",2007,Winter,R,47875205.02,69895660.42
4140,6.75,99,en,"Romance, Drama",1970,Winter,PG,1134501587,18298412.7
4141,6.177,106,en,"Adventure, Action, Horror, Science Fiction",1998,Winter,R,21795986.23,87549504.95
4142,7.139,109,en,Drama,2003,Fall,PG,92215281.47,60561364.89
4143,6.864,124,en,"Drama, History",2006,Winter,PG,69040153.51,103055975.8
4146,7.549,126,en,"Thriller, Drama",1962,Fall,PG-13,80696000,23056000
4147,5.141,93,en,"Science Fiction, Action, Horror",1998,Spring,R,37287450.89,68094059.41
4148,7.106,120,en,"Drama, Music, History",2015,Spring,PG-13,38531042.61,13452742.11
4149,5.897,109,en,"Drama, Romance",2009,Fall,PG-13,53803439.38,26802688.23
4150,5.954,99,en,Comedy,2008,Spring,PG-13,95989282.58,44684479.82
4151,6.949,126,ja,"Fantasy, Mystery, Thriller",2006,Summer,R,47036600.77,31709531.01
4152,5.968,97,en,"Comedy, Drama, Romance",2011,Spring,R,9890813.308,27125232.15
4153,5.069,98,en,Horror,2014,Spring,PG-13,23971349.48,268814.4462
4154,7.042,131,en,"Science Fiction, Thriller",1971,Spring,G,97768628.32,51346733.67
4156,6.746,96,en,"Family, Comedy",2019,Fall,PG,86699348.54,37346491.23
4157,5.923,98,en,"Horror, Comedy",1997,Spring,R,52506307.78,43474544.31
4158,6.609,80,en,"Animation, Comedy",1996,Winter,PG-13,128526039.9,24435233.16
4159,5.677,107,en,"Action, Comedy, Thriller, Mystery",2016,Summer,PG-13,77632578.64,42465684.04
4160,6.596,101,en,"Adventure, Science Fiction, Action",1984,Summer,PG,88653055.7,46280667.32
4162,6.84,106,en,Drama,2010,Winter,R,652490.9607,10156585.31
4163,6.431,116,en,"Crime, Drama, Thriller, Action",2005,Fall,R,9837633.703,3297325.642
4164,6.292,101,en,"Drama, Mystery",2005,Fall,PG-13,12423220.07,32973256.42
4165,6.397,99,en,"Action, Horror, Thriller",2007,Fall,R,7159869.149,31064737.97
4166,5.968,115,en,Drama,2007,Winter,PG-13,12216060.65,15532368.98
4167,5.31,123,en,"Music, Action, Comedy, Crime",1998,Winter,PG-13,27337593.62,54475247.52
4168,6.49,90,en,"Animation, Science Fiction, Adventure, Fantasy, Music",1981,Summer,R,72637241.38,33608275.86
4169,7.289,103,en,"Romance, Drama",2015,Fall,PG-13,771292.7897,9416919.476
4170,4.7,88,en,"Comedy, Fantasy, Science Fiction",2001,Spring,PG,29046056.77,62844089.09
4171,6.4,86,en,"Drama, Romance",2004,Winter,PG-13,46998752.86,42440604.75
4173,7.191,158,zh,"Action, Drama, Romance, Thriller",2007,Fall,NC-17,104209638,23298553.47
4174,6.435,120,en,"Drama, Thriller",2007,Fall,R,38440547.43,42714014.7
4175,6.292,114,en,"Horror, Thriller, Science Fiction",1984,Spring,R,52698768.45,46280667.32
4176,5.9,95,en,"Crime, Drama, Thriller",2012,Fall,R,2635431.143,16644828.27
4178,6.561,96,en,"Comedy, Music, Drama",2007,Winter,R,28450874.8,54363291.44
4179,5.966,88,en,"Thriller, Crime, Action",2018,Spring,PG-13,62251623.65,7610533.068
4180,6.765,140,en,"Drama, Romance",2021,Summer,R,4378215.492,18629722.23
4181,6.087,99,en,"Action, Thriller",1988,Spring,R,51275816.65,20380293.86
4182,6.428,107,en,"Horror, Thriller",1978,Summer,R,133397933,34206720
4183,5.315,119,en,Comedy,2003,Winter,PG-13,113828551.1,95167859.11
4185,6.381,96,en,"Comedy, Romance",2011,Winter,R,7807284.253,11421150.38
4186,6.598,89,en,"Horror, Science Fiction",1979,Spring,R,55185573.26,1380966.325
4187,7.099,94,en,Drama,2019,Fall,R,4247978.518,4371662.853
4188,6.97,94,en,"Drama, Comedy, Romance",1987,Summer,PG-13,89411268.84,5089208.633
4189,5.758,98,en,"Action, Drama, Crime",2011,Fall,PG-13,6752548.153,24269944.56
4190,5.446,108,en,"Drama, Thriller",1993,Spring,R,256414586.3,88190743.34
4191,6.5,94,en,"Mystery, Thriller, Science Fiction",2023,Spring,R,9765600.378,72228421.4
4192,6.804,97,en,"Crime, Drama, Thriller",2022,Summer,R,2317637.141,2148274.684
4193,6.4,90,en,"Drama, Thriller",2012,Summer,R,821305.7614,374508.6361
4194,5.21,93,en,"Adventure, Action, Family",2006,Summer,PG,37952931.56,63419062.03
4196,6.976,94,en,"Crime, Drama",1983,Fall,R,8019064.54,32147239.26
4197,6.9,113,en,"Drama, Family",2011,Fall,PG,136203495.6,52822820.5
4198,5.747,108,en,"Drama, Thriller",2009,Winter,PG-13,109936199.1,29780764.7
4199,6.129,85,en,"Horror, Drama, Thriller",2006,Fall,PG-13,19013056.99,23782148.26
4200,7.403,88,en,"Music, Comedy",1964,Summer,G,24018135.22,5697864.078
4201,7.16,127,es,"Drama, Romance, Thriller",2009,Spring,R,46147766.7,26802688.23
4202,5.2,99,en,"Thriller, Horror, Action, Fantasy",2000,Winter,R,87640164.1,52151658.77
4203,6.744,94,en,"Comedy, Crime",1994,Spring,R,16818223.72,27956224.35
4204,6.925,87,en,"Comedy, Drama",2015,Summer,R,1244100.173,134527.4211
4205,5.871,99,en,"Action, Adventure, Crime",2013,Spring,R,5360672.913,11605002.61
4206,6.309,83,en,Comedy,2020,Winter,R,32815811.85,35343507.6
4207,6.901,114,en,Thriller,1987,Summer,R,100397405.7,42410071.94
4208,6.701,98,en,"Comedy, Crime, Mystery",1985,Spring,PG,177652056.8,23840758.29
4209,7.629,119,en,Drama,1971,Fall,R,230136060.3,10269346.73
4210,7.2,119,en,"Comedy, Drama, Romance",1989,Fall,PG,248986343.6,38943022.3
4211,5.875,100,en,"Drama, Thriller",2017,Spring,R,23003977.83,15536219.47
4212,5.261,94,en,Comedy,2002,Fall,R,15243120.35,35505364.2
4213,6.862,102,en,Comedy,1987,Summer,PG-13,97171299.82,19791366.91
4214,6.3,85,en,Horror,1983,Fall,R,35361963.19,1125153.374
4215,6.843,109,en,"Drama, History",2016,Fall,PG-13,5405734.275,13270526.26
4216,6.773,127,en,"Mystery, Crime, Thriller",1990,Summer,R,546135967.9,54291993.72
4217,5.928,107,en,"Thriller, Mystery",2008,Spring,R,26847247.24,37237066.52
4218,7.8,107,fr,"Animation, Music, Family, Action, Romance, Fantasy, Comedy",2023,Summer,PG,37157219.03,88737774.86
4219,5.541,95,en,"Comedy, Action, Adventure, Thriller",2004,Summer,PG-13,118207470.3,32254859.61
4220,5.568,96,en,"Action, Thriller, Horror",2002,Winter,R,11774258.7,97639751.55
4221,7.283,121,en,"Music, Drama, Comedy",1979,Spring,PG,70491914,50635431.92
4222,6.512,101,cn,"Crime, Action, Comedy",1997,Winter,PG-13,37180062.65,25130169.85
4223,5.402,101,en,"Horror, Thriller",2011,Summer,R,111921.5631,1070732.848
4224,6.625,103,en,Comedy,1993,Winter,PG-13,154774754.6,77387377.28
4225,6.727,95,en,"Comedy, Romance",1995,Fall,R,14015169.66,31377245.51
4226,6.296,105,en,Comedy,1984,Summer,R,118589418.4,18512266.93
4227,5.677,88,en,"Action, Crime, Drama, Thriller, Mystery",2009,Winter,PG-13,34161844.26,29780764.7
4228,5.769,88,en,Comedy,1992,Spring,PG,92643223.52,15936278.06
4229,7.382,88,en,"Drama, Comedy",2003,Winter,R,15018896.65,865162.3555
4230,5.949,84,en,"Crime, Thriller",2014,Fall,PG-13,72351965.99,17741753.45
4231,6.06,95,en,"Action, Thriller, Science Fiction",1992,Fall,R,15342403.55,18212889.21
4233,6.644,90,en,Drama,2014,Summer,R,7102492.987,1344072.231
4234,5.866,112,en,"Horror, Science Fiction, Thriller",2012,Winter,R,216884.8865,4161207.068
4235,5.784,84,en,"Comedy, Horror",2006,Spring,R,247132.9864,2378214.826
4236,6.131,92,en,"Comedy, Horror, Fantasy",1999,Spring,R,7945594.108,47839318.32
4237,6.003,91,en,"Horror, Thriller",1986,Spring,PG-13,117603571.9,54503649.64
4238,4.588,93,en,"Horror, Comedy",1995,Spring,R,388864.479,1255089.82
4239,6.529,94,en,Comedy,2006,Winter,R,10366126.32,7927382.753
4240,7.351,105,en,Drama,1996,Summer,PG-13,73086454.35,11199481.87
4241,6.849,112,en,Drama,1997,Winter,R,15884138.14,35570081.71
4242,6.758,118,en,"Crime, Drama, Thriller",2000,Winter,R,53604929.93,13037914.69
4244,7.381,114,en,"Drama, History",1993,Fall,PG,50159285.6,26457223
4245,6.53,107,en,"Drama, Thriller",1998,Fall,R,17243736.88,27237623.76
4246,6.568,102,en,"Horror, Comedy",1991,Fall,R,73220989.73,14014858.84
4247,6.4,98,th,"Adventure, Action, Thriller",2008,Winter,R,13311004.58,12660602.62
4248,6.6,114,en,"Drama, Action, Thriller, Crime",2008,Summer,PG-13,35048764.76,32768618.53
4249,5.188,82,en,"Family, Adventure, Comedy, Fantasy, Action, Animation",2010,Summer,PG,163207277.8,123329964.4
4250,5.637,124,en,"Thriller, Action, Crime",2000,Winter,R,59916612.37,78227488.15
4251,5.044,90,en,"Action, Crime",2013,Summer,PG-13,14338237.39,24575299.64
4252,5.616,107,en,"Comedy, Drama, Romance",2013,Spring,PG-13,25445266.61,17748827.51
4253,5.429,84,en,"Horror, Thriller",2006,Spring,R,29661041.4,12683812.41
4255,5.361,81,en,"Comedy, Action",1996,Spring,PG-13,54979274.61,36652849.74
4256,5.47,93,en,"Comedy, Family",2006,Fall,PG,74883753.95,80859304.08
4257,5.797,125,en,Comedy,2017,Winter,R,33145545.46,32367123.9
4258,6.795,114,en,Drama,2012,Summer,PG-13,17247895.37,22193104.36
4259,6.518,74,ja,"Adventure, Fantasy, Animation, Action, Family",2000,Summer,G,127420052.5,29800947.87
4260,5.525,100,en,"Comedy, Action, Adventure, Family, Romance",2004,Spring,PG,48923823.05,44138228.94
4261,5.778,95,en,"Family, Comedy",2005,Spring,PG,92441238.25,74189826.95
4262,7.145,174,en,"Drama, War, History",2019,Winter,PG-13,5761586.842,11241418.76
4263,6.642,99,en,"Crime, Drama, Thriller",2007,Spring,R,8336269.03,24851790.37
4264,6.408,96,en,"Horror, Mystery, Thriller",2020,Fall,PG-13,9895310.729,10968674.77
4265,5.905,94,en,"Horror, Comedy, Science Fiction",1978,Summer,R,80486400,3320064
4266,6.228,93,en,"Drama, Comedy, Romance",2002,Winter,R,29932733.38,14202145.68
4267,7.109,124,en,Drama,2000,Fall,R,13151299.85,25144549.76
4268,5.813,125,en,"Action, Adventure, Comedy, Crime, Thriller",2001,Winter,R,33612924.16,111323815
4269,6.104,90,en,Comedy,2009,Winter,PG-13,27694774.01,29780764.7
4270,5.774,94,en,"Action, Adventure, Animation, Family",2016,Spring,PG,11706367.82,26541052.52
4271,7.801,180,ja,"Action, Drama, History, War",1980,Spring,PG,16164524.42,24246786.63
4272,7.223,126,en,Drama,2005,Winter,R,41586269.98,57703198.74
4273,6.681,102,en,"Horror, Science Fiction, Thriller",1980,Winter,R,80232180.52,60616966.58
4275,6.349,88,en,"Horror, Science Fiction",1975,Fall,R,6034548.944,1080184.261
4276,6.48,101,en,"Comedy, Romance",1996,Winter,R,19955440.41,40725388.6
4278,6.2,111,en,"Comedy, Romance",2004,Winter,PG-13,20703589.71,39045356.37
4279,6.911,111,en,"Drama, Fantasy, Science Fiction, Thriller",1995,Fall,PG-13,64557963.05,19872255.49
4280,6.179,83,en,"Drama, Comedy",2011,Fall,R,6306730.687,14276437.97
4281,6.673,97,en,"Comedy, Drama",2007,Spring,R,8162238.155,18638842.78
4283,5.679,94,en,"Science Fiction, Thriller, Horror",2022,Spring,R,16154220.02,12889648.1
4284,6.776,94,en,"Horror, Thriller",1985,Spring,PG-13,39039241.71,20860663.51
4285,6.303,108,fr,"Romance, Drama",2021,Fall,R,15624928.32,31249856.64
4286,6.698,124,en,"Comedy, Drama",1989,Summer,PG-13,327894614,51924029.73
4287,6.569,90,en,"Comedy, Drama, Romance",2014,Winter,PG-13,20256.51259,8064433.386
4288,5.555,103,en,"Comedy, Romance",2006,Fall,PG-13,61086800.65,19025718.61
4289,6.771,108,en,Drama,2005,Fall,PG-13,30695272.63,49459884.64
4290,4.761,92,en,"Horror, Thriller",2016,Spring,PG-13,14462608.35,5308210.505
4291,7.281,109,en,Drama,2021,Fall,R,5168245.521,9975915.774
4292,7.389,135,en,"Romance, Drama",2019,Fall,R,3218780.416,7494279.176
4293,7.044,104,en,"Action, Adventure, Crime, Drama, Thriller, Western",2005,Fall,R,8323592.445,3297325.642
4294,6.72,139,en,"Adventure, History, Drama, Action, War",1995,Spring,R,66094935.58,58570858.28
4295,6.742,124,en,Drama,2014,Spring,PG,51488217.69,33601805.78
4296,5.865,102,en,"Comedy, Family",2005,Winter,PG,149623528.8,49459884.64
4297,7.231,139,en,"War, Drama, Action",2022,Fall,PG-13,21482746.84,96672360.78
4298,6.503,99,en,"Thriller, Drama",2013,Fall,R,1638353.309,5949097.061
4300,6.412,107,en,"Comedy, Romance",1987,Summer,PG,113237391.5,33928057.55
4301,6.604,114,en,"Adventure, Comedy, Drama, Romance",2008,Fall,PG-13,8237977.078,29789653.21
4302,4.29,107,en,"Drama, Adventure, Fantasy",2000,Winter,PG-13,28283410.96,65189573.46
4303,6.051,122,en,"Comedy, Crime, Drama, Thriller",2005,Fall,R,50327920.45,57703198.74
4304,6.5,100,en,"Adventure, Fantasy, Action, Western, Thriller",2010,Winter,R,16087405.77,60939511.83
4305,7.138,123,en,"Crime, Thriller, Action",1981,Spring,R,41533016.97,19875862.07
4308,5.238,116,en,"Action, Adventure, Comedy, Thriller",2003,Summer,PG-13,88493406.66,129774353.3
4309,6.104,127,en,"Comedy, Romance",2000,Spring,PG-13,111651454.6,55876777.25
4310,6.398,120,en,Crime,2021,Fall,R,15669883.64,60095878.16
4311,6.621,89,en,"Drama, Comedy",1997,Fall,R,230808.3319,2568950.346
4312,6.476,125,en,"Drama, Action, Adventure, History, War",2012,Winter,PG-13,69860254.25,80450003.31
4313,5.311,106,en,"Crime, Drama, History, Thriller",2018,Summer,R,5509045.451,12684221.78
4314,6.4,113,en,"Horror, Mystery, Thriller",1983,Summer,R,111631288.3,16073619.63
4315,6.453,111,en,Comedy,1987,Spring,PG-13,313825708.3,33928057.55
4316,5.323,83,en,"Family, Comedy, Adventure, Action, Science Fiction",2006,Summer,PG,19828267.81,119862027.2
4317,5.35,102,en,"Drama, Romance",2011,Summer,R,583449.4671,14276437.97
4318,4.896,102,en,"Action, Science Fiction, Fantasy",2020,Fall,R,121781.5398,28031057.75
4319,6.045,93,en,Comedy,1997,Winter,PG,71931321.08,49402891.26
4322,5.894,128,en,"Action, War",2016,Fall,R,2864533.333,53082105.05
4323,6.122,117,en,"Crime, Drama, Mystery",1980,Winter,R,212967609.3,20205655.53
4324,7.3,118,en,Drama,2017,Fall,PG-13,13013731.69,15536219.47
4325,6.288,100,en,"Comedy, Crime, Thriller",1998,Fall,R,19257801.56,58366336.63
4326,7.489,129,en,"Adventure, Drama",1975,Winter,PG,76506.01152,48276391.55
4327,6.833,114,en,"Drama, Thriller, Crime, Western",2020,Fall,R,9746837.528,25593574.47
4328,6.182,102,en,"Comedy, Adventure",1985,Winter,PG,179070856,65562085.31
4329,7.171,88,en,"Adventure, Animation, Drama",1978,Fall,PG,18681738.55,5030400
4330,6.108,95,en,"Action, Comedy",1981,Summer,PG,260842064.8,65048275.86
4331,7.425,124,en,Drama,1980,Fall,R,221320316.1,24246786.63
4332,5.768,95,en,"Fantasy, Thriller, Drama",2015,Spring,R,61117.15267,2690548.422
4333,5.196,95,en,"Adventure, Comedy",2001,Spring,PG,70813929.79,37975785.27
4334,5.892,137,en,"Drama, Romance",2013,Fall,R,2388174.372,38228243.88
4335,7.463,129,en,Drama,1982,Winter,R,179962326.6,53344644.75
4336,6.159,127,en,"Comedy, Romance",1995,Winter,PG,112272135.4,121325349.3
4337,6.695,125,ru,"History, Adventure, War, Action",2007,Fall,R,41203507.35,27958264.17
4338,5.822,90,en,"Comedy, Family",1991,Summer,PG-13,76391958.99,35037147.1
4339,5.868,86,en,"Horror, Thriller",2013,Spring,R,102285.1277,3959353.83
4340,6.968,100,en,"Romance, Drama",2019,Spring,PG-13,8493516.4,11241418.76
4342,6.302,135,en,"Thriller, Western, Adventure",2003,Fall,R,66382656.52,103819482.7
4343,5.6,122,en,"Drama, Romance",2015,Fall,R,5014840.558,13452742.11
4345,6.605,113,en,"Crime, Drama, Romance, Mystery, Thriller",1989,Fall,R,287865556.5,49327828.24
4346,7.8,116,fr,"Comedy, Drama",1973,Spring,PG,6273239.437,5166197.183
4347,6.884,83,en,"Romance, Comedy",1991,Spring,PG-13,26481043.08,14014858.84
4348,6.269,129,en,"Drama, History",2008,Fall,PG-13,43949366.5,37386014.78
4349,7.354,124,en,"Crime, Drama",1989,Fall,R,20054880.22,5971263.419
4350,5.987,96,en,Action,1990,Winter,R,116999246.5,24678178.96
4351,6.383,124,en,"Drama, Thriller",1999,Summer,R,65262794.16,153085818.6
4352,7.534,139,en,"Adventure, Western, Comedy, Drama",1970,Winter,PG-13,262495321.4,124761904.8
4353,5.58,136,en,"Comedy, Drama, Science Fiction",2022,Fall,R,76775.04066,107413734.2
4354,5.526,109,en,"Action, Thriller",2020,Winter,R,7299754.217,60937082.08
4355,4.918,92,en,"Family, Comedy, Fantasy",2010,Spring,PG,52577319.47,50782926.53
4356,3.238,98,en,"Action, Fantasy, Horror",2005,Winter,R,20927540.58,32973256.42
4357,5.119,88,en,"Comedy, Drama, Romance",2006,Spring,R,21195343.38,10305597.58
4358,6.686,107,en,"Action, Adventure, Drama, Family",1991,Winter,PG,81270204.34,32701337.3
4359,6.96,85,en,"Comedy, Romance",2000,Summer,R,4842654.028,2235071.09
4360,6.878,98,en,Drama,2001,Summer,R,2350936.324,2693318.104
4361,5.906,92,en,"Horror, Thriller",1996,Fall,R,31186451.88,16290155.44
4362,7.065,107,en,Drama,2010,Fall,R,17160247.32,18136759.47
4363,6.153,97,en,"Comedy, Drama, Romance",2011,Spring,R,3732964.455,7138218.987
4364,5.197,93,en,"Comedy, Drama, Romance",2002,Winter,PG-13,108541726.9,21303218.52
4365,7.817,78,fr,"Animation, Comedy, Drama, Family, Adventure",2012,Winter,PG,11247964.64,17361463.03
4366,7.025,107,en,"Drama, Romance",2002,Fall,PG-13,51532332.93,23966120.84
4367,7.68,138,en,"Mystery, Thriller, Crime, Comedy",1972,Winter,PG,43985401.46,26773722.63
4368,5.428,114,en,"Action, Adventure, Comedy, Family",1980,Winter,PG,201341424.6,80822622.11
4369,6.116,74,en,"Adventure, Action, Animation, Science Fiction, Comedy",2017,Summer,PG-13,50610.52961,4531397.346
4370,6.319,104,en,"Comedy, Romance",1991,Summer,PG-13,128074271.3,46716196.14
4371,6.708,98,en,Drama,1996,Winter,PG-13,26070978.58,46834196.89
4372,6.645,111,en,"Comedy, Drama, Romance",1998,Winter,R,107966177.9,48638613.86
4373,5.408,90,en,"Mystery, Horror, Thriller",2009,Spring,R,57491779.65,7445191.174
4374,6.1,93,en,"Thriller, Action, Comedy, Crime",2001,Winter,R,23129506.64,48479725.87
4375,6.499,93,en,"Comedy, Drama, Horror",2003,Spring,R,457409.607,865162.3555
4376,6.68,121,en,"Romance, Comedy, Drama",1996,Summer,PG,45269645.56,12217616.58
4377,5.851,118,en,"Comedy, War",1979,Winter,PG,436845680.8,161112737.9
4378,5.01,91,en,"Horror, Thriller",2012,Winter,R,1278533.646,4161207.068
4379,5.147,110,en,"Mystery, Thriller, Drama",2017,Summer,R,837591.2535,38840548.68
4381,7.127,85,en,"Comedy, Action",2009,Fall,R,441584.7118,4318210.881
4382,5.863,89,en,"Family, Adventure, Science Fiction",2014,Summer,PG,60886472.07,17472939
4383,6.576,99,en,"Comedy, Romance, Drama",2009,Summer,R,440383.0579,14890382.35
4384,6.68,91,en,Drama,2010,Winter,PG-13,7464679.583,7254703.789
4385,6.027,102,en,"Comedy, Music",2008,Summer,PG-13,13052172.71,22342239.91
4386,5.9,95,en,"Family, Adventure, Drama",1995,Summer,PG,62754491.02,64846307.39
4387,5.52,119,en,"Drama, Music, Romance",2009,Winter,PG-13,80148249.84,119123058.8
4388,5.423,88,en,"Horror, Science Fiction",2014,Fall,R,12524.06505,1344072.231
4389,5.525,98,en,"Thriller, Action",2016,Summer,PG-13,9047227.726,28531631.46
4390,6.414,109,en,"Science Fiction, Action",1981,Spring,R,62788191.59,57820689.66
4391,7.068,135,en,"Drama, History",2004,Winter,PG,109404592.8,47533477.32
4392,6.785,113,en,"Mystery, Comedy, Crime",1975,Spring,G,252445380,30172744.72
4393,5.399,124,en,"Adventure, Fantasy, Action, Science Fiction",1984,Summer,PG,44109912.73,107988223.7
4394,6.478,97,en,"Comedy, Crime",1997,Summer,R,87897701.2,49402891.26
4395,6.872,137,en,Drama,1984,Spring,PG,147949972.5,86390579
4396,6.251,107,en,"Thriller, Drama",1992,Summer,R,109316952.9,36425778.42
4398,7.28,80,fr,"Animation, Drama",2010,Summer,PG,8716082.615,26116933.64
4399,7.205,126,en,Drama,2007,Winter,PG-13,46948362.15,23298553.47
4400,5.806,92,en,Comedy,2009,Fall,R,16154252.69,11912305.88
4401,7.4,123,en,Drama,2010,Summer,PG,87523446.72,50782926.53
4402,6,102,en,Thriller,2019,Spring,PG-13,50711289.09,9992372.235
4403,6.2,114,en,"Mystery, Crime, Thriller",2002,Spring,R,29878211.34,62134387.35
4404,7.023,103,en,Horror,1980,Spring,R,48493573.26,30712596.4
4405,6.2,96,en,"Comedy, Drama",2010,Spring,R,10189562.29,14509407.58
4406,7.298,108,en,"Adventure, Western",1972,Fall,PG,341938686.1,23713868.61
4407,5.666,84,en,"Comedy, Crime, Action",1996,Fall,R,46044030.68,50906735.75
4409,5.897,111,en,"Comedy, Drama, Romance",2006,Fall,PG-13,25625391.59,39636913.77
4410,5.358,99,en,"Horror, Action, Science Fiction",1999,Winter,R,58746682.9,143517955
4411,5.958,87,en,"Animation, Comedy, Family, Fantasy, Horror",2008,Fall,PG,45727117.68,37237066.52
4412,6.674,92,en,"Comedy, Science Fiction",1984,Winter,R,7096368.989,4628066.732
4413,5.914,107,en,"Comedy, Family",2009,Summer,PG,34247879.4,81897102.91
4414,7.053,121,en,"Adventure, Crime, Drama, Mystery, Western",2005,Fall,R,19843551.37,24729942.32
4415,6.936,118,en,"Drama, Comedy",2019,Summer,PG-13,22663504.61,18735697.94
4417,7.334,107,en,"Drama, Romance",2020,Spring,PG,3919029.497,25593574.47
4418,4.9,98,en,"Comedy, Family",2006,Spring,PG,138149357.7,79273827.53
4421,6.221,89,en,"Horror, Comedy",1988,Winter,R,25015924.85,16847709.59
4422,6.602,100,fr,"Action, Comedy, Crime",2009,Fall,R,20846535.29,49138261.75
4423,6.8,179,en,"Comedy, Adventure, Fantasy",2023,Spring,R,10318345.91,36114210.7
4424,5.795,112,en,"Action, Adventure, Comedy, Drama",1990,Summer,R,142393092.6,86373626.37
4425,5.347,92,en,"Mystery, Horror, Thriller",2010,Fall,R,2424806.391,14509407.58
4426,7.104,97,en,"Comedy, Adventure, Music, Family",1979,Summer,G,300130014.6,36825768.67
4427,7.433,112,en,"Mystery, Crime",1973,Spring,R,7077690.141,12546478.87
4428,7.305,126,ko,"Thriller, Adventure",2016,Summer,PG-13,69596339.41,1327052.626
4429,6.543,95,en,Horror,1985,Fall,R,36953175.36,20860663.51
4430,6.6,103,en,"War, Action, Science Fiction",1980,Winter,PG,67275942.42,48493573.26
4431,6.714,136,ru,"Action, Adventure",2021,Spring,PG-13,5400583.398,6009587.816
4432,6.171,99,en,"Adventure, Action, Thriller, Crime",2011,Spring,R,36183632.05,5710575.19
4433,4.792,91,en,"Horror, Science Fiction, Mystery",2015,Spring,R,10164.89194,6726371.054
4434,6.285,122,en,"Romance, Fantasy, Drama",1989,Winter,PG,192468852,80482246.08
4435,6.605,110,en,"Drama, Thriller, Crime, History",2007,Winter,PG-13,63611162.97,35724448.66
4436,6.628,119,en,"Drama, Thriller",1997,Summer,R,11295635.15,39522313.01
4439,5.995,113,en,"Drama, War",2016,Fall,R,41047043.55,53082105.05
4442,5.815,109,en,"Crime, Drama, Thriller",2010,Winter,R,5770669.975,18862229.85
4444,6.613,98,en,"Drama, Comedy, Romance",2009,Summer,R,23496211.82,25313649.99
4445,6.775,101,en,"Adventure, Drama, Horror, Western",1999,Winter,R,3827145.466,22962872.79
4446,6.559,97,en,Comedy,1985,Spring,PG,136587077.7,59601895.73
4447,6.081,110,en,"Comedy, Family, Science Fiction, Drama",1988,Summer,PG,58777006.63,27173725.15
4448,6.5,108,en,"Romance, Drama",1991,Summer,PG-13,100443325.4,58395245.17
4450,6.82,135,en,"Drama, Romance",2005,Fall,PG-13,52214173.72,65946512.85
4451,6.425,105,en,"Comedy, Romance",2014,Summer,PG-13,94328908.51,32257733.55
